2014-05-12 12:55:25+00:00,narendramodi,Today once again India has won! The power of the ballot has won &amp; spirit of democracy has emerged supreme. My Blog http://t.co/uTexNQPMn1,103,251,7
2014-05-12 12:54:39+00:00,narendramodi,"Due to social media, lies &amp; false promises of several leaders could not go beyond the podiums of their rallies! More power to social media.",103,251,7
2014-05-12 12:54:19+00:00,narendramodi,Wherever I went it was a delight to interact with local people. Social media also helped me understand their sentiments.,103,251,7
2014-05-12 12:53:51+00:00,narendramodi,NDA remained firmly focussed on the agenda of development &amp; good governance &amp; ensured this became focal points of the entire campaign.,103,251,7
2014-05-12 12:53:13+00:00,narendramodi,"Usually ruling Party sets agenda of the election but in this campaign ruling party was neither proactive nor responsive,it remained reactive",103,251,7
2014-05-12 12:52:31+00:00,narendramodi,The biggest joy of 2014 Elections has been the increased turnout. Braving the scorching heat &amp; the rain people turned out in large numbers.,103,251,7
2014-05-12 12:51:34+00:00,narendramodi,I congratulate the EC &amp; the entire election &amp; security staff for their continuous efforts during the entire Election.,103,251,7
2014-05-12 12:50:49+00:00,narendramodi,India has voted! Congratulations to the people of India on the successful completion of 2014 Lok Sabha elections http://t.co/uTexNQPMn1,103,251,7
2014-05-12 11:08:43+00:00,narendramodi,Met Shri PA Sangma http://t.co/bANMwXRqZm,103,251,7
2014-05-12 11:04:45+00:00,narendramodi,This is curtain raiser for 16th May. Both states will give massive mandate for the TDP-BJP alliance in Parliament &amp; Assembly elections @ncbn,103,251,7
2014-05-12 11:04:11+00:00,narendramodi,Congratulations to the people of Seemandhra &amp; Telangana for giving favourable results today in municipal elections for the TDP &amp; BJP.,103,251,7
2014-05-12 06:00:57+00:00,narendramodi,All those voting in today's phase- Have you voted? If not please go to the polling booth! Sharing my video message http://t.co/ZNxmuFfdxw,103,251,7
2014-05-12 06:00:01+00:00,narendramodi,Met Chhattisgarh CM @drramansingh in Gandhinagar http://t.co/XBdCiOpglS,103,251,7
2014-05-12 01:45:46+00:00,narendramodi,My special request to the youth - go out &amp; vote and take your family and friends along to the polling booth!,103,251,7
2014-05-11 14:24:31+00:00,narendramodi,The legal fraternity has lost a strong pillar in Shri Tarakant Jha. He will also be remembered for his passion towards Maithili language.,103,251,7
2014-05-11 14:23:34+00:00,narendramodi,In Shri Tarakant Jha we lost a dedicated leader who played an instrumental role in building the BJP. May his soul rest in peace.,103,251,7
2014-05-11 05:05:04+00:00,narendramodi,Also sharing my speech at International Conference on Defence Offsets during last year's Vibrant Gujarat Summit http://t.co/0TfLvZRHEh,103,251,7
2014-05-11 05:04:13+00:00,narendramodi,Our Scientists are our strength and will help shape our future in this Knowledge Era with both Defence and Civilian Impact.,103,251,7
2014-05-11 05:03:47+00:00,narendramodi,"Today, we should think on how India can become self-sufficient in defence manufacturing. How can we strengthen R&amp;D in defence sector.",103,251,7
2014-05-11 05:02:50+00:00,narendramodi,NDA's foreign policy also ensured that those nations opposed to India testing gradually developed strong ties with India in various fields.,103,251,7
2014-05-11 05:02:28+00:00,narendramodi,Tests of 1998 were a victory of technology &amp; the nation's willpower. Our scientists worked very hard to develop Nuclear Programme.,103,251,7
2014-05-11 05:01:48+00:00,narendramodi,Sharing my last year's Blog that contains portions of Atal ji's historic speech of 1998 http://t.co/K6ak4zPXC4,103,251,7
2014-05-11 05:01:31+00:00,narendramodi,"Under Atal ji, India scripted a new chapter in our history &amp; gave a strong message to the world with the success of the Tests in Pokhran.",103,251,7
2014-05-11 05:01:11+00:00,narendramodi,"My greetings to the nation &amp; the scientist community on National Technology Day, marking the anniversary of the Pokhran Tests of 1998.",103,251,7
2014-05-10 15:13:02+00:00,narendramodi,There is something in India's soil that makes India special. Our destined role of Jagat Guru calls. Lets create a strong &amp; developed India!,103,251,7
2014-05-10 15:12:19+00:00,narendramodi,I am overwhelmed by people's response! I assure them we will repay their affection with unprecedented development.,103,251,7
2014-05-10 15:11:45+00:00,narendramodi,"8 months, 5800+ rallies, Charchas, programmes, 3 lakh+ KMs…an extensive, innovative &amp; satisfying journey. My blog http://t.co/6MLdibQpNB",103,251,7
2014-05-10 12:18:10+00:00,narendramodi,Give BJP all seats from UP &amp; give us the opportunity to take UP &amp; India's development journey to newer heights http://t.co/Rc2xG9e4De,103,251,7
2014-05-10 12:16:32+00:00,narendramodi,UP has won me over! I have received tremendous affection from people of UP during the entire campaign. My gratitude to the people of UP.,103,251,7
2014-05-10 12:16:03+00:00,narendramodi,"SP, BSP &amp; Congress can't do good for people of UP. They are 1 &amp; are immersed in corruption &amp; votebank politics http://t.co/kcsyqLS0fm",103,251,7
2014-05-10 12:15:34+00:00,narendramodi,Another picture from Robertsganj http://t.co/KGNF4ecA8N,103,251,7
2014-05-10 12:14:53+00:00,narendramodi,Here is a glimpse of the rally in Robertsganj in UP earlier in the day http://t.co/kxIq8Al99K http://t.co/JxoPcpkHDh,103,251,7
2014-05-10 12:13:01+00:00,narendramodi,Concluded the campaign for 2014 Lok Sabha elections with a massive rally in Ballia in UP. I thank people for the wonderful response.,103,251,7
2014-05-10 04:36:39+00:00,narendramodi,On the final day of the campaign will address 5 rallies across UP. Concluding rally will be in Ballia http://t.co/nwdEgjVEhj,103,251,7
2014-05-09 18:10:35+00:00,narendramodi,छोटी उम्र में शहीद हुए मुन्ना श्रीवास्तव की पत्नी की इस प्रतिज्ञा ने मुझे अंदर तक झकझोर कर रख  दिया| ऐसे लाखों तपस्वियों को मेरा प्रणाम |,103,251,7
2014-05-09 18:08:55+00:00,narendramodi,श्रीमती प्रिया श्रीवास्तव ने बताया की 16 मई तक उसने एक समय का भोजन त्याग रखा है | भाजपा की विजय के समाचार सुन कर ही अपना व्रत तोड़ेगी |,103,251,7
2014-05-09 18:07:49+00:00,narendramodi,आज गोपालगंज की चुनावी सभा में पटना रैली बम-ब्लास्ट में शहीद हुए मुन्ना श्रीवास्तव की पत्नी प्रिया श्रीवास्तव और बेटी सोनाक्षी से मिलना हुआ |,103,251,7
