Date,User,Tweet
2014-01-17 03:58:17+00:00,AamAadmiParty,India will achieve the dream of Vision 2020 if all honest peoples stay #UnitedWithAAP
2014-01-17 03:51:17+00:00,AamAadmiParty,"Hum ladenge, Hum jeetenge....   #UnitedWithAAP"
2014-01-17 03:02:59+00:00,AamAadmiParty,List #AAP national spokespersons &amp; TV Panelists. Names given here are authorized to present party's view in #media: http://t.co/w2hzh5Os2N
2014-01-16 10:06:45+00:00,AamAadmiParty,People from North-Eastern states participating in AAP bcz they see hope in AAP. #UnitedWithAAP
2014-01-16 09:36:40+00:00,AamAadmiParty,"Dont let feel AAP as an alien, it has emerged from the frustration of aam aadmi like u &amp; me.
#UnitedWithAAP"
2014-01-16 08:48:23+00:00,AamAadmiParty,@ArvindKejriwal will address a press conference at 3pm today.
2014-01-16 07:28:37+00:00,AamAadmiParty,They will try every effort to divide us but we will have to be #UnitedWithAAP .
2014-01-16 06:20:31+00:00,AamAadmiParty,All honest &amp; good people should come together to save this nation.  #UnitedWithAAP
2014-01-15 17:29:55+00:00,AamAadmiParty,Loksabha Nomination Form Submission to continue - http://t.co/PRvItb8fVQ #AAP
2014-01-15 16:20:42+00:00,AamAadmiParty,"#UnitedWithAAP Over 13 lakh memberships recorded through web/SMS alone, since Jan 10th. Have U joined #AAP yet? http://t.co/zhu7Wg8VeO"
2014-01-15 16:16:23+00:00,AamAadmiParty,"Indian Express published an apology and corrected its news. Here is what Manish Sisodia really said. #KnowTheTruth 

http://t.co/I1CY5gX60g"
2014-01-15 16:05:16+00:00,AamAadmiParty,"BJP's Smriti Irani accuses Arvind of betraying the people, makes no comment on Yedurappa's re-entry into her party! Irony!"
2014-01-14 17:54:52+00:00,AamAadmiParty,"The 'moral membership' will cease to exist when a person gets involved in activities against the party’s ideology, Gopal Rai said."
2014-01-14 17:52:58+00:00,AamAadmiParty,Two more new mobile numbers have been introduced for membership: 08082807715 / 08082807716 along with the existing mobile no. 07798220033
2014-01-14 17:52:15+00:00,AamAadmiParty,AAP’s membership touches 10 lakhs.
2014-01-14 15:20:31+00:00,AamAadmiParty,@CricSubodha Join us online by filling out the form at http://t.co/zhu7Wg8VeO
2014-01-14 13:29:22+00:00,AamAadmiParty,"SMS your name, std code, vidhan sabha name to 08082807715  or 08082807716 to become a member. 

Or Join us online at http://t.co/5sI23RpwnT"
2014-01-14 13:04:37+00:00,AamAadmiParty,"Top 3 states by membership count: UP, Maharashtra &amp; MP. Have you asked your friends &amp; family join #AAP yet? http://t.co/5sI23RpwnT"
2014-01-14 12:56:37+00:00,AamAadmiParty,Over 10 lakh people sign up for membership though SMS &amp; web. Data from countless paper forms yet to come in. http://t.co/zhu7Wg8VeO #AAP
2014-01-14 11:13:24+00:00,AamAadmiParty,Celebrating festivals together. With leaders from other parties. http://t.co/O3603BEWLX @Aapfans1
2014-01-14 04:30:13+00:00,AamAadmiParty,#AAPGovtInDelhi launches helpline (011-27352525) for Nursery class admissions in Delhi - http://t.co/P2ykmSyHsm #AAP
2014-01-13 16:16:46+00:00,AamAadmiParty,Delhi govt launched helpline number for NURSERY admissions. 011-27352525. This no will be under direct supervision of Mr.Manish Sisodia.
2014-01-13 16:12:30+00:00,AamAadmiParty,"मेधा पाटेकर ने कहा कि हमलोग पूरी तरह से आम आदमी पार्टी के साथ हैं और, आने वाले समय में साथ काम करेंगे।"
2014-01-13 16:11:55+00:00,AamAadmiParty,आज दोपहर मुंबई के आजाद मैदान में मेधा पाटेकर ने आम आदमी पार्टी को समर्थन देने का ऐलान किया|
2014-01-13 16:10:11+00:00,AamAadmiParty,"भूषण ने चिनॉय का पार्टी में स्वागत करते हुए कहा कि चिनॉय जेएनयू में स्कूल ऑफ इंटरनेशनल स्टडीज में प्रोफेसर हैं, ईमानदारी के लिए जाने जाते है"
2014-01-13 16:08:05+00:00,AamAadmiParty,जवाहर लाल नेहरू विश्वविद्यालय के प्रोफेसर कमल मित्रा चिनॉय भी आज आम आदमी पार्टी में शामिल हुए।
2014-01-13 16:06:44+00:00,AamAadmiParty,नर्सरी में अपने बच्चों का एडमिशन कराने जा रहे अभिभावकों की सुविधा के लिए दिल्ली सरकार  ने आज से एक हेल्पलाइन शुरू की: 011-27352525
2014-01-13 08:25:23+00:00,AamAadmiParty,The trunout was huge and people have shown that Amethi is ready for change. #AAPkiAmethi http://t.co/k5zpehrTwC
2014-01-13 08:24:29+00:00,AamAadmiParty,.@DrKumarVishwas addressimh Jansabha in #AAPkiAmethi http://t.co/D2fhgApvpx
2014-01-13 08:14:31+00:00,AamAadmiParty,When the burden falls on the poor - Prof. Anand Kumar  http://t.co/vxDtHnnrKk #AAP #AAPGovtInDelhi
2014-01-12 09:54:52+00:00,AamAadmiParty,AAP's national reach: Can they capture imagination of Indians across the country? - http://t.co/ucPbJSI4Fh #AAP
2014-01-12 09:51:51+00:00,AamAadmiParty,Want to give transparent governance to Haryana:AAP - http://t.co/U5Al3Eyi6E #AAP
2014-01-12 06:16:46+00:00,AamAadmiParty,"Haryana IPS officer Ranbir Sharma, who recently took voluntary retirement as inspector general of police ( IGP), joined AAP yesterday."
2014-01-12 06:13:51+00:00,AamAadmiParty,"We salute SWAMI VIVEKANAND on his 150th birth anniversary. Let us pledge to make India a corruption free nation on this ""National Youth Day"""
2014-01-12 04:04:47+00:00,AamAadmiParty,Prashant Bhushan moves Delhi High Court for corruption probe against Virbhadra - http://t.co/pseyDspzoO #AAP
2014-01-12 03:53:00+00:00,AamAadmiParty,Anti-Corrption helpline effect: Two Delhi cops arrested for demanding 'hafta' - http://t.co/o96yFZkkcr #AAPGovtInDelhi #AAP
2014-01-11 16:27:36+00:00,AamAadmiParty,"Our fight is not against BJP or Congress, We are against ""Corruption"". Thats it.
#AAPKiAmethi"
2014-01-11 15:35:57+00:00,AamAadmiParty,"#AAPKiAmethi अब गूंजेगी इन्किलाब की आवाज़ अमेठी में क्यूंकि अब आ गयी है जनता अपना हक मांगने| 
@DrKumarVishwas http://t.co/RiYMc2p0g3"
2014-01-11 11:19:19+00:00,AamAadmiParty,"Prominent Indian TV journalist Ashutosh, ex-managing editor of IBN7 officially joined AAP."
2014-01-11 08:20:59+00:00,AamAadmiParty,48 years ago on this very day Lal Bahadur Shastri left us for his heavenly abode. Lets pay homage to him. http://t.co/KHOZp7p3TV
2014-01-11 07:09:48+00:00,AamAadmiParty,"#AAP targets to make 1 crore members by 26th Jan. Send SMS with &lt;Name, STD code, Assembly Constituency&gt; or give a missed call to 07798220033"
2014-01-11 06:50:13+00:00,AamAadmiParty,Today Arvind Kejriwal &amp; Sanjay Singh will address a press conference at 3pm.
2014-01-10 07:16:12+00:00,AamAadmiParty,"""Main bhi aam aadmi"" membership drive. 
http://t.co/PkKvDffHbE"
2014-01-10 06:55:14+00:00,AamAadmiParty,दिल्ली मुख्यमंत्री ने ये भी कहा कि बाकी दिन भी सुबह 9:30 बजे से 11 बजे तक उनकी मंत्रिमंडल के एक मंत्री सचिवालय के बाहर शिकायतें सुनेंगे|
2014-01-10 06:52:29+00:00,AamAadmiParty,दिल्ली की आम आदमी पार्टी की सरकार प्रत्येक शनिवार सुबह 7:30 बजे से 11 बजे तक सचिवालय के  बाहर सड़क पर आम जनता की शिकायतें सुना करेगी।
2014-01-10 06:43:04+00:00,AamAadmiParty,Press Conference by Arvind Kejriwal to announce new free membership number and method.  Time: 1pm Date: 10th January
2014-01-09 17:20:01+00:00,AamAadmiParty,"Addressing the complaints of the Aam Aadmi - A model needed across the country 

http://t.co/dMxbVeDxAi #AAP4India"
2014-01-09 17:10:44+00:00,AamAadmiParty,13 days of #AAP Govt. in Delhi  #AAP4India #AAPGovtInDelhi http://t.co/ndZ0qSmv1p
2014-01-09 16:53:21+00:00,AamAadmiParty,"Now #AAP4India , National Manifesto. 
http://t.co/fy8auCj5oK"
2014-01-09 16:52:45+00:00,AamAadmiParty,DDNews: Cabinet wil sit in front of Delhi Secretariat frm 9:30 am to1 pm on Saturdays to receive grievances frm people: Delhi CM #AAP4India
2014-01-09 16:50:52+00:00,AamAadmiParty,"RT ""@aartic02: AAP Victory :
Victory of Honest Intentions 
#AAP4India"""
2014-01-09 16:50:34+00:00,AamAadmiParty,"RT ""@vansh_saluja: Winds of change blowing across the nation #AAP4India"""
